title,description,ratings,sentiment,source,date_posted
The low priced beast..,Hey guys I thik bajaj dominar 400 the best sports bike at a price of at a price 1.5 lakhs with the most powerful engine of 400cc wit a top speed of 150km/hr with a great muscular looks it's also has abs system which will really help you to control your bike at a high speed . As it has a 400cc en...,3,,mouthshut,23-04-2017
Power means dominar,"Bajaj has done a very good job in making of dominar. The looks of the bike is very good and interesting, I like the big front disc brake of the bike .

The Bajaj dominar is available in two version ABS and standard, I will recommend you to buy a ABS version because it is very safe and the bike...",5,,mouthshut,03-09-2017
Bajaj Dominar 400,"Bajaj Dominar 400 is an new member of bajaj family which has awesome mileage and dashing looks which is attracting today youth to come and take a ride on it as per its budget bike is worth it your investment on this bike will never go waste

so when we come to specifications of bike we can see...",5,,mouthshut,07-12-2017
Bajaj dominar has come out with a bang.,"I recently rode the bajaj dominar 400 which let to to write a positive review. Bajaj dominar is a perfect Indian sports bike price at a lesser price still offering alot. It is one best looking bikes to have come our of a bajaj factory. It has speedometer, tachometer, odometer, twin trip meters, ...",5,,mouthshut,10-01-2018
Bajaj dominar 400,"My friend jagjit singh want bought a bike.he want a stylish bike.i advised to him for bajaj dominar bike.its price was 1, 52, 172.we bought this bike and ride this bike.Its mileage is low , when run it more fast.its mileage is only 23kilometers per litre with my expierence.its fuel tank capacity...",4,,mouthshut,29-01-2017
Awesome bike bt looks not so high as compare price,Bajaj always impressed with its high performance sports bikes. I m pulser lover but recently I seen this bike Dominar 400 its looks muscular but not so attractive. I loved its color combination and graphics. seat not so comfortable. Bike comes with 400Cc sounds cool but top speed just 148Kmph. m...,1,,mouthshut,05-01-2017
Not Affordable Bike For All.,"I purchased Bajaj Dominar 400 with the worth ruppees one lack and sixty thousands only at very popular Bajaj Vehicles Showroom which is situated nearest to my home with walking distance.so I can really get proper service as fast as possible.

But when I went first time to the BAJAJ SHOWROOM so...",1,,mouthshut,14-02-2017
Awesome bike with low price and high mileage,A very decent bike from Bajaj. I get 30km/l mileage in my bike and it has got some power too. I dont know why some people are saying this bike has no power. The bike revs to 100km/h in just 8.2 second from 0km/h. Is it enough speed for you to get home. Lube the chain every 600-700km for less vib...,5,,mouthshut,05-08-2018
Stylish bike from bajaj,"Look wise the bajaj Dominor 400 strikes a macho pose with its front -biased muscular looks, complemented by a sculpted fuel tank.

Infact you could say the design has traces of faint inspiration from Ducati Diavel.

The dominor 400 has q split unit with an all-digital main console displaying...",3,,mouthshut,21-04-2017
Awesome bike,I liked it very much and praffull to buy it its pickup is very nice and the sound of the engine is very good and the quality of driving is very good the handling of the bike is awesome I can't explain that you have to you should experience that the experience was very good while driving up domin...,3,,mouthshut,01-09-2017
Not a good decision to buy,"Dominar 400 is know to be best value for money but thats not right .

The performance and exhaust of this bike really sucks its really bad

The looks of the bike are also not good it doesn't arract people as other bikes of this class doo

The best option you can go for in 2 lacks is mojo w...",1,,mouthshut,09-04-2017
Comfortability,"This bike is very comfortable in riding, looks stunning in design and powerful in mileage! its weel is damn good in road grip.personally I used it for month and was blown away.no ones gonna regred if you buy this bike. its freaking amazing and beautifully well built. this is a future of new era ...",3,,mouthshut,07-12-2017
A Laman's Review,"Before going into depth I would like to impart few points about me so that people who are in a position similar to me can get best of my review.

I am a common man and not a bike geek like who get into the depth of thrust, power etc. I use my bike for day to day city rides, twice a month for l...",2,,mouthshut,10-01-2018
Bajaj Dominar doesn't dominate much.,"Dominar, to tell the truth is clearly an overpriced bike. That is one of the many defects of this bike. It doesn't even have proper mileage as well as very low fuel efficiency. The seating arrangement is very bad and is not comfortable to sit also. This bike cannot be relied on very much and can...",1,,mouthshut,29-01-2017
A TRUE BEAST COMES FROM BAJAJ,"This time when bajaj showcased us bajaj DOMINAR 400 .i am amazed by bajaj cause its first bike from bajaj which have 400 cc engine and price is 1.50 ex show room .what .? what.?

yes u heard right it have all the features u should want in a bike and this time bajaj engine inspired by KTM so yo...",5,,mouthshut,04-01-2017
Bajaj dominar 400,"This bike lunched in india at rs 1.36 lacs.

Power of bajaj dominar 400 is 372.2cc, single

Cylinder 4-valve liquid cooled motor

Bike top speed has 148 km/h and can do

0-100 kmphin 8.31 second . Dominar available in 17-inch alloys. A 6 gear transmission.

Power output is 35 ps while ...",3,,mouthshut,12-02-2017
Awesome bike,"This bike gives the ultimate road presence with  the drls and the powerful engine.The attractive pace of the bike is that it brings us confidence while making sharp turns even in its top speeds.The compact design is superb.The only drawback is the milage, which is actually not a problem for a ma...",4,,mouthshut,04-06-2018
Bajaj Dominar 400,Bajaj is one of most best manufacturer of low prine sports bike that would be loved in india but dominar 400 is not so good as expected by me. Bajaj makes this bike too heavy but its performamce is not good as 400 cc bike. This bike is fuel eficient but not so sporty. Sporty means when you ride ...,1,,mouthshut,21-04-2017
Bajaj dominar 400,"Bajaj dominar 400 is a Bajaj company most powerful bike which consider 400 CC Bajaj is a Indian company which makes a good range of bikes Bajaj dominar 400 is a bike with the super big engine and this way comes with lots of colours variants the sum of them was blue, yellow, black, Red, White and...",2,,mouthshut,18-04-2017
"Baja ""Dominar""",Dominar is the most powerful bike of Baja with 400 cc liquid engine .it is one of the personable body bike in I have ever seen. My friend have a'Dominar' . so I could know more about this bike .it's design is wonderful. I think this bike will be wonder the youth of India. When we startterd the e...,3,,mouthshut,01-09-2017
Dominar came very high leading ktm duke,Dominar is very awesome with usefull satisfactions of custmers. It is good for daily use it is good for stunts it is good for drag racing it is good for pickup it is good for fuel consuption good for lond routes no complaints good for over alluse. The for driver and back seater is awesome very h...,4,,mouthshut,07-04-2017
THE BEST BIKE UNDER 2 LAKH!!,"The most talked about aspect of the Dominar 400 is the four-stroke, single-cylinder, SOHC, four-valve, 373cc motor with patented Bajaj triple spark technology- DTS-i. Manted to a six-speed gearbox, the motor delivers 35PS @ 8000rpm and 35Nm of peak torque @ 6500rpm. Weighing at 182 Kg, the dual-...",4,,mouthshut,04-12-2017
Just go through it,Guys without fearing you should buy this bike.you just feel ur moving in heaven after one ride.It's an amazing experience while driving this.! mileage is not a problem.While i'm driving in bangalore road everyone asking about this bike.And I recommend this bike for unknown person too. Amazing pe...,3,,mouthshut,15-12-2017
First373cc bike from our indian manufacturer bajaj,Dominar 400 is amazing bike with awesome features .Bajaj Dominar 400 Non-ABSRs 1.36 Lakh Bajaj Dominar ASBRs 1.50 Lakh. It fullfilled the requirement of indians what we need .digital meter and trip. Everything is equiped in this .or in that price range anyone who has a desire to buy a sports loo...,5,,mouthshut,28-01-2017
MY PERSONAL EXPERIENCE ON BAJAJ DOMINAR 400...,"I had bought this bike recently, let me explain some of its feature then we will come to its merits and demerits, so this bike is basically not 400cc as by its name it is 373.3cc whch is awesome against its competetors like ktm 200 or r15 or CBR . I had reached a top speed of 150km/h on this bik...",4,,mouthshut,31-12-2016
Dominar...dominates the rest!!!!,"Best in class bike from bajaj.This bike may dissapoint those who looking for mileage.As it is a sports bike, its fuel consumption is high.I will not refer this to an economical person.

Style wise, it is the best till date in my opinion.

Comes with a great power.

It dominates in look.who...",3,,mouthshut,11-02-2017
Dominar 400,9 april 2018 : bajaj anto has launched the 2018 dominar 400 with new gold dust alloy wheels and three fresh colours-rock matte black canyon red and glacier blue .The design and styling of the cruiser - sport motorcycle is largely drawn from the cs400 concept with a few upgrades .It features a fu...,3,,mouthshut,01-06-2018
NICE LOOK........,BAJAJ is a trusted  brand around the INDIA'S automotive market.recently BAJAJ brand released their super bike DOMINAR 400 which bike has a stylish looks with great performance.the displacement is very nice as it is 373.30 cc.it has the liquid cooling system.it comes with a great mileage and also...,4,,mouthshut,18-04-2017
King of the road,Bajaj Dominar woo.i mean what to say just woo.bajaj has launched such a wonderful bike till date.being a indian brand bajaj is now ready to compet with international market.not only Dominar bajaj's other model of pulsar are also a great bike great performance.if I will talk about the Dominar 400...,4,,mouthshut,03-04-2017
Amazing bike,"Amazing bike with amazing design, comfort and fuel consumption . The Bajaj Dominar 400 is the next step for the company: the Dominar series of motorcycles will sit above the Pulsar range, and not just in displacement. The starting point is this, the Dominar 400. It sports a host of features – a ...",4,,mouthshut,02-04-2017
Dominar 400,"Dominar 400 Is Bajaj manufacturing company’s bike. this bike is Very fast and very good-looking bike dominar bike in 2 parts .First one is Bajaj Dominar 400 and Bajaj Dominar 400 Abs. bajaj dominar Engine is 373.3cc so is very fast and very high-performance.

first model Price is 1, 41, 611 An...",4,,mouthshut,04-12-2017
The house of power,Hi guys today I talk bajaj dominar 400 its bicke is most popular in this segment because its musculor & xtreerm power in this segment best bike at 150000 rs under the ride quility is very good & you fil like sport bike & it's full digital speedo meetar I'm ride the bajaj dominar 400 in ahmadabad...,3,,mouthshut,15-12-2017
Bajaj dominar 400,"The latest bike from bajaj the dominar 400 was the talk of the town. The bike has same engine from ktm 390 series produces 35 bhp of power. The bike looks sporty and looks like a muscle bike. The bike has dual channel abs for 1, 50000 which makes it the most affordable bikes. The seats are very ...",4,,mouthshut,28-01-2017
Bajaj Dominar 400 is an exotic bike:,"Hi friends, I would like to tell you about Bajaj Dominar 400 bike.Recently, this bike has been released into the market by the Bajaj Automotives and I would like to share some experience about Bajaj Dominar 400 and I am fond of Bajaj Automotives.I bought this bike because of its looks and design...",4,,mouthshut,30-12-2016
Bajaj Dominar 400 Cruiser look,"Bajaj Launched A New Bike from the Name of Bajaj Dominar 400

At a Very Good Starting Price of Just 1.36 Lakh

Bajaj Dominar 400 is Totally Different From Other Bajaj bikes

It providing riders a cruiser with lots of power

In a low budget

It's class is the best in Bajaj

It comes w...",4,,mouthshut,11-02-2017
Superb Bike,"Buying a Dominar 400 is surely a hassle free business considering you're paying in complete one time payment. I am unaware how the loan functionality works so I won't comment on it. As far as Riding Purpose is considered, if you are someone who's picking a bike to rip, then please spare the mach...",3,,mouthshut,14-05-2018
Cool bike,Dominer is a bike which you cant say its waste.for me doniner is a superbike .just here is a simple reason to buy this bike .Enging of this bike is from duke 390.in the market duke costs aroung 190000 but dominer costs around just 150000 .i think a cheap 400cc bije in its catigory but I like its...,4,,mouthshut,18-04-2017
Today's one of the good bikes..!!,"First of all dominor 400 is very good at its looks, secondly, its colour which is white, blue, and cherry red. and its headlight is like wow.the LED light at its low beam and even in its high beam its looks apsolutely stunning.the sound of its is also nice according to its cc which is 400 its ve...",5,,mouthshut,02-04-2017
Bajaj dominar 400,Bajaj dominar 400 is very perfect bike for rider it comes in 2 varient abs and non abs I prefer u to go with abs verient more colour options are available go for black its look stunning seating position is great the bike perfome fantastically on edge and curves of road the it has average of 25 i...,3,,mouthshut,03-12-2017
Cool bike with 400cc engine,"The pulsar dominar 400 is the 1st bike of bajaj with power of 400cc. The bhp is quite good .

The price is also quite low . This is the 1st bike with such a low price as compared to its power.

The breaking system is also nice.

I too want to buy this bike. My friend brought this bike and ...",4,,mouthshut,29-11-2017
NICE,HI FRIENDS.THIS PRODUCT IS AMAZING.I LIKE THIS PRODUCT.THIS PRODUCT LIKE MY FAMILY.I NEED A ONE BIKE TO MY JOB.I RALLY LIKE BIKE DRIVING.BAJAJ DOMINAR 400 IS ASOWME BIKE.THIS BIKE SPEED IS VERRY HIGH.AND LONG LIFE TOWER.THIS IS HIGH SPEED BIKE.THIS BIKE BREAK POWER IS SUPER.,3,,mouthshut,15-12-2017
Bajaj dominar,"The most talked about aspect of the Dominar 400 has to be its 373cc motor, which makes it the most powerful bike yet from the Chakan based manufacturer. The mill is based on the KTM 390 Duke’s powerplant but Bajaj engineers have added their patented Bajaj triple spark technology - DTS-i. Also in...",4,,mouthshut,28-01-2017
NOT SO GOOD !,"As we know that bajaj is very famous company but I don't like it's new product that is dominar 400(D400). it has not smart look and  heavy in weight also.it is not so good in comparison of Hero XF3R Concept in the sense of look, weight, comfort and Reliability.it has also feature like Stuffed se...",1,,mouthshut,30-12-2016
Bajaj Dominar 400,"Hello friends, I am using this bike from last 1 month, I want to give my personal opinion to all about this bike. When I purchased this bike its performance is good along with grate comfort for the rider and good looks. The fuel consumption is also good with 60 kmpl. But from last 10 days its pe...",2,,mouthshut,10-02-2017
Worst company bajaj and it's bike,"Bajaj produces worst bikes. Saale gadhe Bajaj wale saath me inki bike. Never buy.

Worst brakes, worst quality. If you spend this much of money spent on some good company.

Bajaj always tried to looted there customers. Bajaj should be banned.

Instead go for Royal Enfield, best bike.",1,,mouthshut,14-05-2018
Bajaj Dominar 400 monster of road,"Bajaj Dominar 400 is an appealing motorcycle. The new Bajaj Dominar 400 attampts to wear a lot of hats and fulfil many roles. Described as a power cruiser, the Dominar 400 could be the one-in-all motorcycle every rider seeks. The daily commuter, performance cruiser and most of all, the long dist...",5,,mouthshut,17-04-2017
Bajaj dominor 400,"It sports a host of features – a 373cc fuel injected engine with three spark plugs, liquid cooling, a twin spar frame, a rear disc brake and ABS. Its standout feature is the LED headlamp, which offers possibly the best illumination among Indian motorcycles at the time of its launch. The all-digi...",3,,mouthshut,17-04-2017
Want to ride,"Bajaj Dominar 400 Price - Rs. 1, 44, 069 onwards ( Ex-showroom, Mumbai) . It is available in 2 versions.Dominar 400 has a top speed of 148 kmph.Bajaj Dominar 400 is available in 3 different colours : Midnight Blue, Twilight Plum and Moon White.

Dominar 400 key highlights

Price  1, 44, 069...",4,,mouthshut,31-03-2017
First ride review,"The new bajaj Dominar was attempts to wear a lot og hats and fulfil many roles. Described as power cruiser, the dominar 400 could be the one-in-all motorcycle every rider seeks the daily commuter, performance cruiser and most of all, the long distance tourer promising easy ride ability and comfo...",5,,mouthshut,29-03-2017
Bajaj dominar,"First Impressions: The bike is attractive but it is in no way beautiful. I have always felt that the front and rear end of Bajaj Bikes seem to have been designed by different people. Though they have scaled down some elements of a certain Italian power cruiser, I honestly think they should have ...",4,,mouthshut,28-11-2017
Good In looks,"This bike is really a beast and have dynamic looks. As we all know bajaj provide us with the best thing at the least price and Dominar is one of them 400cc power in 150k Thats really good.

But This bike is a little poor when It comes to milage as the 400cc engine takes it all. Dominar 400 giv...",3,,mouthshut,14-12-2017
Dominor BAJAj,Its bajaj creation taking to top most position BAJAJ DOMINAR 400. Its has best front and back led lighting SYSTEM developed by bajaj . It gives easy ride on any type of road urban or rural has much larger fuel system and is also a one o! The best sports bike developed by bajaj creations . Its co...,5,,mouthshut,25-01-2017
ONE OF THE BEST RACING BIKE,"Bajaj Dominar 400 is more like a hope for those who wish to enter the big bike segment and its clean INR 1.36 lakh price makes it easy for many, who were considering a 150 cc before, to enter the league. The introduction of LED lights, powerful 373 cc engine and ABS at such point is the best thi...",5,,mouthshut,21-12-2016
Biggest bike ever manufacturered by Indian company,"Hello guyz

so here more into biking !

Bajaj one of the most wellknown automotive brand of india ! came uo with the most devastating for all other brands with a compitBrianbalakumaranr !

dominator - DOMINAR 400

yes like all other bikes of bajaj it has its displacement in its own Name ...",5,,mouthshut,10-02-2017
Bestest bike in the price range but...,"Dominor is the beat 400cc bike I have ever driven. the looks are class enough to pull the crowd. the ekhaust note is descent. the bike looks very dashing . this is the best bike bajaj have ever made.

about ride quality

the vibration levels are well contained at higher speeds. intial pickup...",4,,mouthshut,17-04-2018
Bajaj Dominar 400 Pros & Cons,"Bajaj Dominar 400 is the new flagship motorcycle in the Indian manufacture's lineup. The massive 373.3 CC , liquid cooled and fuel injected engine on the dominar is good. Dominar has been priced at INR 1, 36, 000 for non ABS variant and 1, 50, 000 for ABS variant.

The best part of buying the ...",2,,mouthshut,16-04-2017
Power ful bike,"It is avalable in 2version dominar has 400ha and it is 148kmph it avalable in 3 different colours midnight blue, twlight plump, moon white its top speed is 148  kmph its fule 375cc injected engine 3spark plug liquid cooling a rair dis break with abs its standout fiture is LED head lamp which pos...",3,,mouthshut,28-03-2017
Bajaj Dominar 400 Take a Bow,"First things first then – Bajaj Auto, take a bow – you’ve built an exceptional motorcycle. But here’s my dilemma with the Bajaj Dominar 400 – I can’t put my finger on why it’s such an exceptional motorcycle, and here’s why. Motorcycles are simple machines but they have extremely strong individua...",4,,mouthshut,28-03-2017
Bajaj dominar is a fantastic,"Bajaj is the good automobile company . its have a good reputation in automoblie, s factor and its have a good automobiles categories and but bajaj dominar is preety good but so much costly for middle class men its have very good funcationality

but it always have a good cc engine of 373.3 . 35...",3,,mouthshut,27-11-2017
Bajaj dominar Review,"Hii I m Manoj Thakur. I have run Bajaj's Dominir bike quite a bit. I like its breaking system very much. I also ride it in the mountainous area. Its pickup is great. I like this bike very much.i love this bike it's amazing.this bike milage is low in mountainous area. but its feling is awsm, this...",5,,mouthshut,14-12-2017
BIKE WITH SPEACIAL DOMINANCE,"Bajaj Dominar is Really a Good bike .I will describe all the real things which I have experience with itFUEL EFFICIANCY - My friends who are seeker of style with economy this bike is More better.Because likewise other sporty Bikes , Bajaj is something more.COMFORT - IF I talk about comfort I'm m...",4,,mouthshut,24-01-2017
Bajaj dominal 400,"Bajaj dominal 400 about This This bike my opinion is The Worst bike bajaj dominar 400. And I think about this bike is not perfect for beginners bike rideing and This bike price also so high.

Bajaj dominar 400 fuel economy is not long This bike only give 27kmph. And Bajaj Dominar bike fuel tan...",1,,mouthshut,17-12-2016
Very Powerful Bike,"After conquering the 150cc to 200cc segment with its popular Pulsar series, Bajaj has come up with the Dominar 400 that is its most powerful bike yet. It is also India's first 400cc motorcycle developed by the homegrown automaker. With this bike, Bajaj has also introduced a new brand -Dominar-an...",5,,mouthshut,08-02-2017
Looking Cool,"Hello friends I am back with another review of Bajaj Dominar 400 Bike.

This bike has good looking and amazing pickup.I love this bike.Because this bike has good milage at that price.this bike has 400 cc engine.I would Like to give suggestion to buy this bike.price of this bike is at the range...",4,,mouthshut,09-04-2018
High cc low average,It is good bike with very high cc but as its speed is high as it has very low average so it need more file as compared to other bikes . It's average is between 20 - 30 so it is a bike with low average. I am using it from almost a month but most of my money is taken in fuel .And due to it my othe...,1,,mouthshut,10-04-2017
BEAST ON THE ROAD!!!!!!!!!!,Once again Bajaj has shown its definitely MALE. absolute power house. 400 cc engine makes dominar the compact super bike. pick up is outstanding can reach 100kmph in just 5 seconds. but the most beautiful part of the bike is its stylish looks. instead of sleaky sharp design of previous pulsar's ...,4,,mouthshut,10-04-2017
Power to the people,"The bajaj dominar 400 satiates your hunger for mire power at an affordable price.The bajaj Dominar uses a 373.3 cc single-cylinder liquid-cooled unit that has been derived from the KTM 390.But, in this avatar, it makes 34.5bhp and 35 nm of torque.it's really impressive that despite using the sam...",5,,mouthshut,25-03-2017
Best Bike of Sports,Hi friends my name is kalash I well  give information of Bajaj Dominar 400 . These Bike is so cool to look and its Mileage is very good . the comfort is so good  you don't belave the bike good lookes and these bike so graet to see . you want to by the bike please by these bike because the bike c...,5,,mouthshut,26-11-2017
Bajaj dominar 400,"Bulit by CS400 concept.it forms from spanish word dominar which means to excwwd power

there are four in colours

1)moon white

2)midnight blue

3)twilight plum

4)matte black

The engine cc is373.3 and the number of cylinders is 1. The maximum power is 34.5 bhp and the torque is 35N...",5,,mouthshut,25-11-2017
MY CHOICE,"Bajaj Dominor 400 is very good, bajaj is famous for making sports bike in india.

400cc bike at Rs: 1.45 laksh. It has a very style look.

The power of bike the bike is extraordinary. It has dual handed ABS System and has an amazing braking system.

It is mostly suitable long rides. When y...",4,,mouthshut,14-12-2017
Comfert and excellent in all,"Its osm in all to drive bz of its bost. Its very comfort and well to drive.

Its hv good milage also or very attractive look.

Its model is going upward day by day. I felt very osm to drive it.

I personally dive it and comfert by on good manner. Its controlling power is also outstanding a...",4,,mouthshut,13-12-2017
Bajaj dominar 400,This is the fastest and finest 400 cc bike ever made in india it also have very good looks people cant off there eyes when looking to the incredible bajaj bominar 400 it also have good suspensiocompairing to duke400 and I think it is beteer then rc and duke .the price of of dominar is 1.46lakh t...,3,,mouthshut,24-01-2017
BAJAJ DOMINAR 400..........AWESOME,At 1.36 lakhs price point this is the best bike with a 373 cc single cylinder and also the most economical sports bike that is available in indian history and the naked stylish is great with pillon comfort most important for indian riders and 35 horses is great from bajaj and I am eager to test ...,4,,mouthshut,16-12-2016
Dominar 400 you got it Bajaj!!!!!,"Bajaj auto launched today its most awaited bike the Dominar 400.

Powered by 373 cc ktm engine but tweaked by bajaj is the powerhouse of dominar.

Price: - 1.36 lakh for non-abs version 1.5 lakh for dual channel abs version

Very tough competitor for + 200 cc segment bikes even royal enfie...",5,,mouthshut,15-12-2016
Speedfreaker dominar 400,India’s first 400cc motorcycle developed by bajaj. with affordable price of around 1.36 laks for non abs and 1.50laks for abs version but its depend upon which state u live for the on road price. the price is affordable for middle class peoples to feel the sports bike at their budget. the looks ...,4,,mouthshut,07-02-2017
Many features at this price segment in dominar 400,I recently buy this bike because it has many features as compared to other sports bike at this price segment.the main features is that it gives dual channel ABS system.the pickup of this bike is really good and although it has a nice mileage.it 400 cc liquid engine for long drive purposes and in...,4,,mouthshut,25-03-2018
Bajaj Dominar Owners review,"Bajaj Dominar, a new kid in town. no as a proud owner I cannot state that its a kid, its a all in one package every rider would have dreamt of. a tourer, daily commuter and a sports vehicle. you name it and you have it.,

now coming to the prospect of its designs.

its been inspired from duc...",5,,mouthshut,24-03-2017
Beautiful bike,It is bike which gives you joy when u ride it that sportssound when u ride it if feels very pleasure to ride this its very comfortable and average is also good nice power and pickup nowdays u r not getting that much of sound but its ok its basically for speed lovers power is also very good its t...,3,,mouthshut,22-11-2017
Awsome bike with good acceleration,"Its a good bike . it feels awsome while riding . the seating postion is rediculous, its feels so awsome while is crusing that it cant be expressed in words, to talk all about the mileage is to talk about the beast's mileage, its mileage is so upto the mark that it cant be expressed in more words...",4,,mouthshut,21-11-2017
Value For Money bike,This bike is great value for money bike. It's a game changer by bajaj in the 400CC segments. It very comfortable for long touring as well as for pillion and rider. It has great low end torque and in higher gear you can easily get go. Regarding mileage it would give you around 25 kmpl in city and...,4,,mouthshut,12-12-2017
Bajaj information,"Motorcycle will not carry the Pulsar brand name as has been the tradition when it comes to the company’s sports bikes but the Dominar name spawns a new era of entry level performance bikes of which we are sure, other models will follow. The bike has been made available in both non-ABS and dual-c...",3,,mouthshut,12-12-2017
The bajaj dominar 400 fastest bike i hav ever seen,This is the fastest 400 cc bike ever made in india it also have very good looks people cant off there eyes when looking to the incredible bajaj bominar 400 it also have good suspension compairing to duke400 and I think it is beteer then rc and duke .the price of of dominar is 1.46lakh that is lo...,5,,mouthshut,24-01-2017
A CORRECT BIKE TO DRIVE,I love bajaj pulsar company this are providing disc brakes and it is comfort to drive but there is a small promblem in mileage and it is my lovable brand of india but it so speed it having so horse power and it is 400 cc it is good in apperance if you go outside with your domianar many people wi...,3,,mouthshut,19-03-2019
Bajaj Dominar 400,Here a good news for all bike lovers. Intruducing Bajaj Pulsar ( Dominar 400) with a new experience you never had before. A bike with triple spark plug which gives your bike a new and amazing performance at every time. Its liquid cooled system make it cool to ride you high. The six speed manual ...,5,,mouthshut,07-02-2017
Rocking bike,I love this . l purches this bike in last month .It is a good bike my brother purchased this bike in Jan I am proud to drive this bike.its drive in road full speed in road its like this bike but do not drive in full speed it is bad for us. Its bikr advises to,3,,mouthshut,20-03-2018
Powerful racing sports bike pulsar400,It is very good bike I have ever seen tIt is the first superbike by bajaj it is powered by 373cc engine which is borrowed by its competeror the duke 390 fact is that it has 35 ps power it is most expensive also but good for racing and please buy abs system of this bike look wise it is very styli...,5,,mouthshut,19-03-2017
Nice product,The on-road price for Bajaj Dominar in Mumbai starts from ₹ 1.56 Lakh. Bajaj Dominar is available in 2 variants & its entry level model is Bajaj Dominar 400 with ex-showroom of ₹ 1.56 Lakh & top end model Bajaj Dominar 400 abs is priced at ₹ 1.72 Lakh. The Bajaj Dominar comes in Petrol engine. N...,5,,mouthshut,19-11-2017
If you are looking towards Trend- This is for you,"The bike is damm cool and comfortable for the ones who are interested in sports bike. If you are a type of guy who wants to look different and wants to light up in your friends group, then this bike is for you guys. Road grip is awesome and handling is great but if you are looking for a bike wit...",3,,mouthshut,12-12-2017
Dominar ,"The all new bajaj dominar is an agressive bike and has given a fair competition to ktm 390 but as we talk about the pickup of the bike its just jaw dropping as it can go 0-100 in just 8 seconds.

The bike can cruise at a speed of 120 km/hr eaisily at the same time having a space of overtaking....",4,,mouthshut,11-12-2017
Bajaj Dominar 400,"This bikeIs not good, and fuel consumption is also very bad. Bajaj Pulsar 220 is better than Bajaj Dominar. I drive This is a very beautiful bike in India. Good looking, but is not very comfortable for driving, engine quality this bike, I am not satisfied for driving, it also bad category in Baj...",3,,mouthshut,24-01-2017
Lovable bike,Bajaj dominar 400 bike its an smooth and beautiful bike .bajaj has a great demand in market for bike .thats why I have full faith in bajaj dominad 400 bike.it has a great look and beautiful bike when u see.it gives a great demand in the market to another bike.it gives u good speed and with a goo...,3,,mouthshut,21-01-2017
A beast tourer,"Prons

Good design and have a big bike feel.

Best heat management no heating issue

Good punch in low and mid range

High speed stability is awsome because it weighs upto 182 kg

Quality of switch gears are nice

Comfortable and broad seat can accomodate a bulky person

All led he...",4,,mouthshut,10-12-2018
Dream Bike DOMINAR 400,After much time bajaj has Launched here new bike Dominar 400. It is very powerful racing bike in his segment as compare to other bike like KTM DUKE and others. The fuel capacity is slightly less that is about 25-30 kmpl. But the main thing which makes it like a dream some ago that is the price w...,5,,mouthshut,06-02-2017
Bajaj dominor,Its a bike thats define itself because as you see the look of the bike seems very mean because it has the capacity to talk to the wind and also if you''re a hardcore fan of pulse series then you must consider this bike as your upgrade from the pulser and the of this bike seems little bit hight b...,3,,mouthshut,20-03-2018
Bajaj,"Hello friends, I am sahil nanda from new delhi and I would like to tell you about bajaj dominar bike which was launched by bajaj company recently. the model is look very great and designing is awesome if we compared with other bikes. 400cc engine makes it different and unique from other bikes. i...",4,,mouthshut,17-03-2017
I am not fully satisified with the ride,"I actually dont own dominar , I test rided a friends bike and the experience was a bit terible , the suspension is not good and as they show the add in tv's of bike better than bullet , I think bullet gives more comfort than dominar , and its milage is ok not as much as expected in city traffic...",2,,mouthshut,19-11-2017
Love it,First of all I don't have this bick but I try couple of times and what I say its base on it first of all I love to look its look so nice and its feel so good when you ride it I like to smooth power from this engine at night visibility is superb I have no complain about suspension on long journey...,5,,mouthshut,11-12-2017
The fastest bajaj yet!!! Dominar 400,"Bajaj has doing impressive buainess from last 3-4 yrs. They updated their in quick time. This time bajaj brings dominar400 which is bajaj's first bike in 400 cc category. Here the review!

Engine- dominar has borrowed its same 373 cc engine from ktm 390 but tuned it for better performance and ...",4,,mouthshut,21-01-2017
Amazing,"Really it an amazing bike with an amazing engine, it provide 34. 5 bhp power and dual abs break system, it hav a weight of 183 kg it is too enough for a highway cruiser, it is nys looking and also a powerful bike, im a bike lover, when I was chosing my bike I was really confused because, I were ...",5,,mouthshut,24-11-2018
Dominate and Conquer the roads!!,"After two years of showcasing the CS400 concept at the Auto Expo, the Cruiser Sport has finally hit the Indian market. During this two years, Bajaj named the bike CS 400, Kratos, VS 400 and at last came into this name, the Dominator! The official tag line is ""Dominate the night"".

Design: The ...",4,,mouthshut,05-02-2017
Dominar,This is very good bike for long rides and good for city's. if you wanna purchase good looking bike and sports bike than dominar is good choice for you guys.you can do long rides on this bike without any problem.this bike has 25-30kmpl milage.you can reach 0-60 in less than 4 seconds.this bike is...,3,,mouthshut,17-03-2018
Bajaj Dominar 400...!!!,"Built on the CS400 concept, the Bajaj Dominar 400 retains most of the styling from the prototype revealed publically at the 2014 Auto Expo.

Fuel Consumption of that bike is more. Its fuel tank capacity is 13 L. Its Mileage is 27.00 kms/litre.

Its comfort level is good because its suspensio...",3,,mouthshut,06-03-2017
Bajaj Dominar Bike 400,"This Bike look very excellent and very comfotable Handle and I like very much this Bike .

advice to you if you want bike for using yourself so buy this bike soon.

Mileage: Good

Comfort  : Good

Reliability: Good

Road Grip: Good

Appeal: Good

You Just Got Smoked By a 2 Stroke"" ...",4,,mouthshut,19-11-2017
